simulation time (min);1440.0;only events that occure within the simulation time are considered (changes after that time are ignored)
id;emptytime (min);average deviation from halfcapacity;Successful bike reservations;Failed bike reservations;Successful slot reservations;Failed slot reservations;Successful bike rentals;Failed bike rentals;Successful bike returns;Failed bike returns
104;2.2;5.3586226851851855;0;0;0;0;42;0;32;0
105;209.41666666666666;7.795185185185185;0;0;0;0;30;0;31;0
106;0.0;3.8315625;0;0;0;0;65;0;58;0
107;0.0;4.738518518518519;0;0;0;0;42;0;44;0
108;43.86666666666667;6.828599537037037;0;0;0;0;97;0;91;2
109;91.16666666666667;4.478709490740741;0;0;0;0;39;0;44;0
110;111.25;6.107210648148148;0;0;0;0;85;0;75;0
111;226.75;4.404120370370371;0;0;0;0;33;0;20;0
112;52.5;3.9553356481481483;0;0;0;0;45;0;36;0
113;7.566666666666666;5.141388888888889;0;0;0;0;98;0;86;0
114;4.85;6.568327546296296;0;0;0;0;90;0;95;0
115;0.0;5.429606481481481;0;0;0;0;70;0;65;0
116;0.0;5.724826388888889;0;0;0;0;66;0;66;0
117;0.0;6.297581018518518;0;0;0;0;31;0;35;0
118;0.0;4.272916666666666;0;0;0;0;83;0;82;0
119;0.0;5.9406944444444445;0;0;0;0;24;0;18;0
120;0.0;3.5884953703703704;0;0;0;0;31;0;29;0
121;0.0;4.5215625;0;0;0;0;46;0;40;0
122;0.0;4.102592592592592;0;0;0;0;51;0;48;0
123;0.0;5.863680555555556;0;0;0;0;61;0;54;0
124;36.416666666666664;5.531458333333333;0;0;0;0;69;0;54;0
125;0.0;2.6864930555555557;0;0;0;0;53;0;45;0
126;41.0;4.148101851851852;0;0;0;0;63;0;56;2
127;0.0;4.206898148148148;0;0;0;0;44;0;53;4
128;22.316666666666666;5.765046296296297;0;0;0;0;111;0;113;4
129;24.733333333333334;5.641400462962963;0;0;0;0;161;0;175;1
130;36.53333333333333;4.148333333333333;0;0;0;0;67;0;64;0
131;0.0;5.105196759259259;0;0;0;0;76;0;76;0
132;25.616666666666667;3.992164351851852;0;0;0;0;79;0;103;0
133;114.4;5.233796296296297;0;0;0;0;94;0;105;0
134;120.26666666666667;5.455515046296297;0;0;0;0;83;0;81;0
135;0.0;4.420787037037037;0;0;0;0;130;0;172;1
136;0.0;4.721967592592593;0;0;0;0;81;0;103;3
137;0.0;3.3100810185185185;0;0;0;0;54;0;60;0
138;0.0;3.9312152777777776;0;0;0;0;39;0;38;0
139;33.21666666666667;5.25744212962963;0;0;0;0;74;0;85;0
140;11.533333333333333;4.830949074074074;0;0;0;0;40;0;42;0
141;155.56666666666666;7.469918981481482;0;0;0;0;25;0;35;0
142;0.0;3.6402893518518518;0;0;0;0;69;0;61;0
143;0.0;5.095219907407407;0;0;0;0;46;0;38;0
144;0.0;6.239594907407407;0;0;0;0;22;0;20;0
145;112.3;4.511215277777778;0;0;0;0;76;0;69;0
146;0.0;1.9324768518518518;0;0;0;0;29;0;27;0
147;8.233333333333333;5.52755787037037;0;0;0;0;33;0;39;0
148;125.75;4.912708333333334;0;0;0;0;40;0;39;0
149;6.1;5.7390625;0;0;0;0;147;0;156;0
150;103.51666666666667;7.205173611111111;0;0;0;0;24;0;29;0
151;101.68333333333334;7.916192129629629;0;0;0;0;38;0;32;0
152;0.0;5.325844907407407;0;0;0;0;28;0;23;0
153;44.4;7.720671296296296;0;0;0;0;41;0;48;0
154;195.46666666666667;7.134016203703704;0;0;0;0;57;0;46;0
155;32.7;3.876053240740741;0;0;0;0;71;0;71;0
156;0.0;5.201643518518519;0;0;0;0;65;0;58;0
157;0.0;2.523090277777778;0;0;0;0;93;0;97;0
158;78.0;8.846608796296296;0;0;0;0;45;0;44;0
159;170.28333333333333;7.004918981481482;0;0;0;0;48;0;41;0
160;118.11666666666666;6.148715277777778;0;0;0;0;120;0;112;0
161;0.0;4.016122685185185;0;0;0;0;128;0;125;0
162;0.0;4.48443287037037;0;0;0;0;106;0;107;2
163;5.033333333333333;4.683877314814815;0;0;0;0;177;0;172;0
164;1.1833333333333333;3.363310185185185;0;0;0;0;102;0;101;0
165;48.1;2.9943981481481483;0;0;0;0;49;0;49;1
166;0.0;5.544571759259259;0;0;0;0;121;0;113;0
167;4.766666666666667;5.636550925925926;0;0;0;0;60;0;61;0
168;15.2;4.795439814814815;0;0;0;0;124;0;137;0
169;0.0;5.026226851851852;0;0;0;0;130;0;111;0
170;70.28333333333333;5.645902777777778;0;0;0;0;98;0;102;0
171;0.0;3.4456828703703706;0;0;0;0;80;0;80;0
172;0.0;5.213622685185185;0;0;0;0;75;0;71;0
173;0.0;8.414918981481481;0;0;0;0;12;0;17;0
174;120.23333333333333;8.377777777777778;0;0;0;0;37;0;29;0
175;34.55;6.193333333333333;0;0;0;0;175;0;189;1
