simulation time (min);1440.0;only events that occure within the simulation time are considered (changes after that time are ignored)
id;emptytime (min);average deviation from halfcapacity;Successful bike reservations;Failed bike reservations;Successful slot reservations;Failed slot reservations;Successful bike rentals;Failed bike rentals;Successful bike returns;Failed bike returns
106;0.0;3.835914351851852;0;0;0;0;65;0;58;0
107;0.0;4.741828703703704;0;0;0;0;42;0;44;0
108;41.833333333333336;6.376157407407407;0;0;0;0;99;0;93;2
109;122.13333333333334;4.466244212962963;0;0;0;0;39;0;44;0
110;111.25;5.896469907407408;0;0;0;0;85;0;75;0
111;243.71666666666667;4.491643518518519;0;0;0;0;33;1;20;0
112;52.5;3.9158796296296297;0;0;0;0;45;0;36;0
113;19.85;5.495115740740741;0;0;0;0;100;0;87;0
114;4.85;6.563582175925926;0;0;0;0;90;0;95;0
115;0.0;4.0479513888888885;0;0;0;0;71;0;68;0
116;0.0;5.730648148148148;0;0;0;0;66;0;66;0
117;0.0;6.297581018518518;0;0;0;0;31;0;35;0
118;0.0;4.274930555555556;0;0;0;0;83;0;82;0
119;0.0;5.9406944444444445;0;0;0;0;24;0;18;0
120;0.0;3.5898958333333333;0;0;0;0;31;0;29;0
121;0.0;4.522395833333333;0;0;0;0;46;0;40;0
122;0.0;4.102592592592592;0;0;0;0;51;0;48;0
123;0.0;5.855891203703703;0;0;0;0;61;0;54;0
124;36.416666666666664;5.530162037037037;0;0;0;0;69;0;54;0
125;0.0;2.6929166666666666;0;0;0;0;53;0;45;0
126;0.0;5.445833333333334;0;0;0;0;67;0;62;2
127;0.0;4.548425925925926;0;0;0;0;42;0;54;4
128;0.0;5.530717592592593;0;0;0;0;106;0;108;8
129;0.0;5.351111111111111;0;0;0;0;161;0;177;9
130;35.61666666666667;4.024340277777778;0;0;0;0;69;2;66;0
131;0.0;5.10150462962963;0;0;0;0;76;0;76;0
132;25.616666666666667;3.991203703703704;0;0;0;0;79;0;103;0
133;92.08333333333333;5.098148148148148;0;0;0;0;94;1;105;0
134;224.41666666666666;6.599392361111111;0;0;0;0;85;0;81;0
135;0.0;4.418472222222222;0;0;0;0;130;0;172;1
136;0.0;4.934525462962963;0;0;0;0;81;0;103;4
137;0.0;3.312662037037037;0;0;0;0;54;0;60;0
138;0.0;3.932673611111111;0;0;0;0;39;0;38;0
139;33.21666666666667;5.2578125;0;0;0;0;74;0;85;0
140;11.533333333333333;4.830949074074074;0;0;0;0;40;0;42;0
141;155.56666666666666;7.924155092592593;0;0;0;0;25;0;31;0
142;0.0;3.467164351851852;0;0;0;0;67;0;65;0
143;71.75;6.346446759259259;0;0;0;0;48;0;38;0
144;0.0;6.239594907407407;0;0;0;0;22;0;20;0
145;94.36666666666666;4.620162037037037;0;0;0;0;76;0;69;0
146;0.0;2.1948958333333333;0;0;0;0;28;0;27;0
147;8.233333333333333;4.686388888888889;0;0;0;0;32;0;39;0
148;125.75;4.912708333333334;0;0;0;0;40;0;39;0
149;9.833333333333334;5.996932870370371;0;0;0;0;146;0;155;0
150;103.51666666666667;7.228148148148148;0;0;0;0;25;0;29;0
151;548.7333333333333;8.664247685185185;0;0;0;0;40;0;32;0
152;0.0;4.178796296296296;0;0;0;0;26;0;23;0
153;81.1;8.386157407407408;0;0;0;0;43;0;48;0
154;259.2;7.596909722222223;0;0;0;0;57;0;46;0
155;32.7;3.876053240740741;0;0;0;0;71;0;71;0
156;0.0;5.109652777777778;0;0;0;0;65;0;58;0
157;0.0;2.521608796296296;0;0;0;0;93;0;97;0
158;241.6;9.78429398148148;0;0;0;0;50;0;44;0
159;347.0;7.120821759259259;0;0;0;0;47;0;40;0
160;118.11666666666666;6.150486111111111;0;0;0;0;120;0;112;0
161;0.0;4.7810648148148145;0;0;0;0;124;0;124;0
162;0.0;4.48443287037037;0;0;0;0;106;0;107;2
163;5.033333333333333;4.227384259259259;0;0;0;0;177;0;171;0
164;1.1833333333333333;2.8489583333333335;0;0;0;0;99;0;101;0
165;49.71666666666667;3.366423611111111;0;0;0;0;51;0;50;3
166;4.316666666666666;5.923229166666666;0;0;0;0;122;0;113;0
167;4.766666666666667;6.167951388888889;0;0;0;0;61;0;61;3
168;15.2;4.797476851851852;0;0;0;0;124;0;137;0
169;0.0;4.59931712962963;0;0;0;0;125;0;112;1
170;70.28333333333333;5.641423611111111;0;0;0;0;98;0;102;0
171;0.0;3.905451388888889;0;0;0;0;81;0;80;0
172;0.0;5.223877314814815;0;0;0;0;75;0;71;0
173;0.0;8.414918981481481;0;0;0;0;12;0;17;0
174;120.23333333333333;8.368310185185186;0;0;0;0;37;0;29;0
175;45.583333333333336;6.319444444444445;0;0;0;0;175;0;189;1
