simulatiuon time (min);1440.0;only events that occure within the simulation time are considered (users not finishing up to this time are ignored)
id;finished in simulationtime;appearance time (sec form start);get bike time (sec from start);return bike time (sec from start);at final destination (sec from start);total time (min);additional time used over best aproximate time (min);exit reason;Successful bike reservations;Failed bike reservations;Successful slot reservations;Failed slot reservations;Successful bike rentals;Failed bike rentals;Successful bike returns;Failed bike returns;Time waited to retry
4825;yes;28726;28726;29111;29577;14.183333333333334;11.016666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4826;yes;28730;29048;35609;35864;118.9;9.933333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4827;yes;28737;29130;35663;36193;124.26666666666667;18.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4828;yes;28738;29182;29701;29701;16.05;5.966666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4829;yes;28740;28740;29414;29687;15.783333333333333;3.816666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4830;yes;28740;28740;29055;29464;12.066666666666666;6.983333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4831;yes;28741;29253;30192;30192;24.183333333333334;10.033333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4832;yes;28746;29038;29905;29905;19.316666666666666;2.683333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4833;yes;28748;28748;29127;29672;15.4;9.316666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4834;yes;28752;29150;30540;30540;29.8;1.15;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4835;yes;28755;29359;29971;30484;28.816666666666666;16.583333333333332;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4836;yes;28757;29248;30203;30651;31.566666666666666;17.85;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4837;yes;28761;29094;30436;30744;33.05;11.483333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4838;yes;28761;29079;29214;29519;12.633333333333333;8.366666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4839;yes;28761;29427;33897;33897;85.6;10.516666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4840;yes;28763;29055;29883;30129;22.766666666666666;7.233333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4841;yes;28767;28767;29483;29483;11.933333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4842;yes;28771;28771;29079;29426;10.916666666666666;4.033333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4843;yes;28795;29331;30229;30229;23.9;10.666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4844;yes;28805;29120;29410;29902;18.283333333333335;11.533333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4845;yes;28807;29257;30120;30431;27.066666666666666;12.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4846;yes;28807;29173;29422;29422;10.25;6.583333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4847;yes;28810;29259;30513;31023;36.88333333333333;14.083333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4848;yes;28812;29231;29963;30650;30.633333333333333;13.283333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4849;yes;28813;29146;29877;30320;25.116666666666667;18.833333333333332;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4850;yes;28818;29352;29515;29515;11.616666666666667;8.116666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4851;yes;28826;28999;29716;29716;14.833333333333334;2.25;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4852;yes;28836;28836;29796;29796;16.0;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4853;yes;28846;29380;30449;30893;34.11666666666667;15.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4854;yes;28847;29179;29270;29646;13.316666666666666;12.033333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4855;yes;28848;29034;29432;29882;17.233333333333334;10.666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4856;yes;28849;29210;30024;30357;25.133333333333333;15.266666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4857;yes;28850;29537;29980;29980;18.833333333333332;5.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4858;yes;28857;29200;30488;30896;33.983333333333334;12.716666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4859;yes;28858;29329;29680;29680;13.7;6.366666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4860;yes;28860;29246;30042;30493;27.216666666666665;13.683333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4861;yes;28861;29153;29672;29681;13.666666666666666;2.85;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4862;yes;28864;28864;29178;29178;5.233333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4863;yes;28871;29168;29848;30049;19.633333333333333;8.7;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4864;yes;28872;29321;30737;31023;35.85;13.233333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4865;yes;28873;29323;29840;29840;16.116666666666667;7.3;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4866;yes;28873;28873;29875;30143;21.166666666666668;5.25;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4867;yes;28878;29375;31279;31435;42.61666666666667;13.266666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4868;yes;28878;28878;30002;30002;18.733333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4869;yes;28881;29394;29651;30276;23.25;14.35;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4870;yes;28886;29405;30334;30334;24.133333333333333;6.966666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4871;yes;28889;29149;29245;30160;21.183333333333334;12.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4872;yes;28890;29338;30250;30667;29.616666666666667;14.933333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4873;yes;28890;29299;30190;30671;29.683333333333334;18.533333333333335;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4874;yes;28890;29222;29633;29633;12.383333333333333;6.783333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4875;yes;28898;28898;29560;29560;11.033333333333333;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4876;yes;28898;29237;29560;29981;18.05;16.433333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4877;yes;28903;29242;29987;30455;25.866666666666667;15.466666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4878;yes;28908;28908;30243;30243;22.25;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4879;yes;28910;28910;29628;30004;18.233333333333334;9.116666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4880;yes;28914;29170;30190;30190;21.266666666666666;5.2;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4881;yes;28921;29444;29983;30393;24.533333333333335;18.483333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4882;yes;28924;29418;29648;30158;20.566666666666666;17.033333333333335;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4883;yes;28926;29309;29915;29915;16.483333333333334;8.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4884;yes;28927;29078;29719;30295;22.8;15.383333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4885;yes;28927;29245;32868;33400;74.55;12.466666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4886;yes;28930;29255;30116;30651;28.683333333333334;15.583333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4887;yes;28938;29270;30206;30517;26.316666666666666;14.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4888;yes;28945;29293;29936;30396;24.183333333333334;16.8;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4889;yes;28948;28948;30194;30194;20.766666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4890;yes;28949;29310;29911;29911;16.033333333333335;9.816666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4891;yes;28952;29360;29774;29925;16.216666666666665;9.95;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4892;yes;28953;29199;29712;30333;23.0;14.333333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4893;yes;28956;29340;30294;30453;24.95;11.233333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4894;yes;28959;29357;29843;29843;14.733333333333333;1.2666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4895;yes;28960;28960;29677;30187;20.45;10.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4896;yes;28960;28960;30774;31189;37.15;9.783333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4897;yes;28962;28962;29700;30141;19.65;7.433333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4898;yes;28964;28964;29262;29462;8.3;3.4833333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4899;yes;28971;29420;29678;30170;19.983333333333334;13.4;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4900;yes;28973;29132;29220;29680;11.783333333333333;11.333333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4901;yes;28976;29222;29636;29636;11.0;3.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4902;yes;28978;29361;29873;30256;21.3;15.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4903;yes;28981;28981;29642;30032;17.516666666666666;9.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4904;yes;28990;29279;30205;30751;29.35;13.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4905;yes;28996;29568;29884;30098;18.366666666666667;7.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4906;yes;28996;29329;29919;30317;22.016666666666666;12.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4907;yes;29001;29405;29828;29987;16.433333333333334;9.833333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4908;yes;29003;29422;29662;29662;10.983333333333333;5.15;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4909;yes;29003;29335;30401;30977;32.9;17.383333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4910;yes;29003;29403;30495;30912;31.816666666666666;16.516666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4911;yes;29007;29007;29286;29591;9.733333333333333;7.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4912;yes;29008;29436;29886;29886;14.633333333333333;9.133333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4913;yes;29011;29372;29920;30315;21.733333333333334;14.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4914;yes;29012;29548;30948;30948;32.266666666666666;8.283333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4915;yes;29014;29385;29945;30477;24.383333333333333;13.816666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4916;yes;29014;29310;29995;30378;22.733333333333334;17.283333333333335;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4917;yes;29018;29282;29548;30235;20.283333333333335;9.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4918;yes;29021;29280;29726;29726;11.75;4.433333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4919;yes;29021;29450;30700;31014;33.21666666666667;11.316666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4920;yes;29026;29318;29552;29865;13.983333333333333;7.283333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4921;yes;29045;29633;30439;31027;33.03333333333333;18.983333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4922;yes;29056;29579;30256;30577;25.35;14.716666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4923;yes;29056;29371;29627;30071;16.916666666666668;13.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4924;yes;29063;29063;29726;30200;18.95;9.233333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4925;yes;29067;29372;29800;29800;12.216666666666667;4.383333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4926;yes;29069;29069;30345;30345;21.266666666666666;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4927;yes;29073;29073;29495;29696;10.383333333333333;4.116666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4928;yes;29077;29613;30240;30638;26.016666666666666;8.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4929;yes;29079;29079;30592;30592;25.216666666666665;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4930;yes;29084;29493;29994;30377;21.55;12.95;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4931;yes;29089;29625;34568;35078;99.81666666666666;14.75;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4932;yes;29092;29648;30707;30933;30.683333333333334;14.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4933;yes;29095;29455;30174;30174;17.983333333333334;4.916666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4934;yes;29095;29433;29843;30129;17.233333333333334;9.45;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4935;yes;29098;29511;30045;30045;15.783333333333333;8.783333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4936;yes;29098;29453;29614;29980;14.7;11.583333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4937;yes;29104;29493;30059;30681;26.283333333333335;15.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4938;yes;29105;29641;30008;30521;23.6;13.983333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4939;yes;29107;;;29467;;;EXIT_AFTER_FAILED_BIKE_RENTAL;0;0;0;0;0;1;0;0;0
4940;yes;29112;29541;30071;30408;21.6;11.216666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4941;yes;29115;29289;29782;29782;11.116666666666667;2.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4942;yes;29124;29124;29668;30149;17.083333333333332;9.783333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4943;yes;29131;29535;30283;30283;19.2;6.2;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4944;yes;29138;29391;29763;30074;15.6;8.433333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4945;yes;29144;29398;30477;30951;30.116666666666667;14.633333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4946;yes;29146;29146;29247;29495;5.816666666666666;3.433333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4947;yes;29148;29661;30277;30277;18.816666666666666;4.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4948;yes;29155;29685;30452;30452;21.616666666666667;9.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4949;yes;29156;29625;43449;43782;243.76666666666668;16.483333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4950;yes;29158;29450;30576;31085;32.11666666666667;13.166666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4951;yes;29160;29564;30273;30424;21.066666666666666;8.416666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4952;yes;29163;29623;30552;30552;23.15;10.533333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4953;yes;29164;29714;31102;31410;37.43333333333333;15.816666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4954;yes;29168;29597;30309;30596;23.8;11.816666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4955;yes;29180;29574;39563;39896;178.6;15.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4956;yes;29182;29182;29723;30041;14.316666666666666;3.7333333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4957;yes;29187;29678;30288;30593;23.433333333333334;15.466666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4958;yes;29198;29490;29836;30155;15.95;11.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4959;yes;29200;29200;29688;29984;13.066666666666666;5.133333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4960;yes;29205;;;29739;;;EXIT_AFTER_FAILED_BIKE_RENTAL;0;0;0;0;0;1;0;0;0
4961;yes;29208;29546;29795;30050;14.033333333333333;10.15;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4962;yes;29215;;;29780;;;EXIT_AFTER_FAILED_BIKE_RENTAL;0;0;0;0;0;1;0;0;0
4963;yes;29215;29546;30589;30922;28.45;14.083333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4964;yes;29223;29709;30410;30625;23.366666666666667;11.5;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4965;yes;29225;29496;33381;33583;72.63333333333334;9.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4966;yes;29230;29621;29827;30193;16.05;11.683333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4967;yes;29231;29596;30605;30605;22.9;6.716666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4968;yes;29234;29234;29894;30064;13.833333333333334;2.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4969;yes;29235;29517;30208;30208;16.216666666666665;5.116666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4970;yes;29241;29609;30241;30392;19.183333333333334;9.266666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4971;yes;29241;29241;29702;30176;15.583333333333334;8.366666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4972;yes;29243;29243;30420;30869;27.1;8.516666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4973;yes;29252;29252;30460;31006;29.233333333333334;6.916666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4974;yes;29254;29673;30062;30311;17.616666666666667;10.366666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4975;yes;29256;29527;30009;30500;20.733333333333334;16.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4976;yes;29257;29490;31364;31678;40.35;9.4;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4977;yes;29258;29701;30289;30289;17.183333333333334;7.566666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4978;yes;29260;29583;30031;30031;12.85;3.9833333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4979;yes;29261;29856;29856;30369;18.466666666666665;11.766666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4980;yes;29264;29264;30074;30427;19.383333333333333;5.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4981;yes;29267;;;29758;;;EXIT_AFTER_FAILED_BIKE_RENTAL;0;0;0;0;0;1;0;0;0
4982;yes;29268;29268;29532;29532;4.4;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4983;yes;29276;29718;30498;30498;20.366666666666667;10.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4984;yes;29281;29671;30033;30552;21.183333333333334;13.933333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4985;yes;29285;29518;30402;30800;25.25;10.983333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4986;yes;29286;29286;29958;30401;18.583333333333332;11.083333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4987;yes;29288;29844;31281;31550;37.7;12.833333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4988;yes;29298;29551;30610;31216;31.966666666666665;14.483333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4989;yes;29300;29767;30521;30860;26.0;13.183333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4990;yes;29310;29597;30442;30973;27.716666666666665;14.65;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4991;yes;29312;29312;30331;30331;16.983333333333334;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4992;yes;29313;29885;31949;32541;53.8;15.233333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4993;yes;29313;29618;30588;31132;30.316666666666666;19.166666666666668;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4994;yes;29319;29869;31169;31335;33.6;11.283333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4995;yes;29319;29616;30555;31065;29.1;8.666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4996;yes;29338;29693;29693;30121;13.05;13.1;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4997;yes;29340;29881;30638;31042;28.366666666666667;14.216666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4998;yes;29340;29769;30769;31169;30.483333333333334;11.55;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
4999;yes;29341;29889;30299;30488;19.116666666666667;11.533333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5000;yes;29348;29635;30349;30668;22.0;10.883333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5001;yes;29353;29832;30523;30819;24.433333333333334;15.333333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5002;yes;29357;29805;30702;31013;27.6;14.683333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5003;yes;29365;29639;30091;30609;20.733333333333334;11.583333333333334;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5004;yes;29368;29368;30033;30153;13.083333333333334;1.7666666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5005;yes;29373;29382;30169;30650;21.283333333333335;10.4;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5006;yes;29376;29894;30674;30674;21.633333333333333;9.816666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5007;yes;29379;29379;30575;30912;25.55;6.616666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5008;yes;29405;29917;31154;31443;33.96666666666667;16.466666666666665;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5009;yes;29409;29716;30683;31195;29.766666666666666;13.9;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5010;yes;29414;29725;30652;30652;20.633333333333333;4.366666666666666;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5011;yes;29417;29660;29783;29934;8.616666666666667;6.966666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5012;yes;29417;29417;29920;30295;14.633333333333333;6.916666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5013;yes;29425;29434;29928;30239;13.566666666666666;7.05;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5014;yes;29428;29428;31036;31036;26.8;0.0;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5015;yes;29443;29886;30425;30971;25.466666666666665;18.883333333333333;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5016;yes;29444;29974;30458;30458;16.9;9.016666666666667;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
5017;yes;29452;29452;30373;30723;21.183333333333334;5.4;EXIT_AFTER_REACHING_DESTINATION;0;0;0;0;1;0;1;0;0
